"time_of_day","avg_size","num_recordings","line_thickness"
17.5286111111111,1289122,1,1
17.5383333333333,1584034,1,1
17.5408333333333,1289122,1,1
17.5413888888889,2206626,1,1
17.5436111111111,1911714,1,1
17.5469444444444,1289122,1,1
17.5477777777778,1649570,1,1
17.5488888888889,1518498,1,1
17.55,1289122,1,1
17.5525,1289122,1,1
17.5533333333333,1420194,1,1
17.5544444444444,1289122,1,1
17.5572222222222,1289122,2,10
17.5580555555556,1289122,1,1
17.5583333333333,1485730,1,1
17.5586111111111,1289122,1,1
17.5588888888889,1289122,1,1
17.5622222222222,1485730,1,1
17.5627777777778,1715106,1,1
17.5675,1289122,1,1
17.5677777777778,1289122,1,1
17.5688888888889,1289122,1,1
17.5697222222222,1289122,1,1
17.5733333333333,1289122,1,1
17.5761111111111,1289122,1,1
17.5777777777778,1289122,1,1
17.5802777777778,1485730,1,1
17.5811111111111,1289122,1,1
17.5816666666667,1289122,1,1
17.5822222222222,1289122,1,1
17.5833333333333,1289122,1,1
17.5841666666667,1289122,1,1
17.5847222222222,1584034,1,1
17.5855555555556,1567650,2,10
17.5911111111111,1289122,1,1
17.5941666666667,1289122,1,1
17.5966666666667,1289122,1,1
17.5983333333333,1289122,1,1
17.6008333333333,1289122,1,1
17.6016666666667,1878946,1,1
17.6022222222222,1289122,1,1
17.6030555555556,1518498,1,1
17.6061111111111,1289122,1,1
17.6075,1289122,1,1
17.6094444444444,1289122,1,1
17.6097222222222,1518498,1,1
17.6125,1289122,1,1
17.6136111111111,1584034,1,1
17.6141666666667,1649570,1,1
17.6163888888889,2436002,1,1
17.6166666666667,1289122,1,1
17.6180555555556,1289122,1,1
17.6186111111111,1616802,1,1
17.6219444444444,1289122,1,1
17.6241666666667,1289122,1,1
17.6247222222222,1289122,1,1
17.6263888888889,1289122,1,1
17.6277777777778,1616802,1,1
17.6286111111111,1420194,1,1
17.6291666666667,1289122,1,1
17.6333333333333,1911714,1,1
17.6361111111111,1289122,1,1
17.6377777777778,1289122,1,1
17.6380555555556,1289122,1,1
17.6397222222222,1289122,1,1
17.6425,1289122,1,1
17.6430555555556,1289122,1,1
17.6438888888889,1289122,1,1
17.6463888888889,1289122,1,1
17.6477777777778,1289122,1,1
17.6486111111111,1289122,1,1
17.6516666666667,1289122,1,1
17.6519444444444,1485730,1,1
17.6522222222222,1289122,1,1
17.6583333333333,1289122,1,1
17.6594444444444,1289122,1,1
17.66,1289122,1,1
